"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00053196","Leukemia","Drug","methotrexate","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Leukemia","Drug","mycophenolate mofetil","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Leukemia","Drug","tacrolimus","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","allopurinol","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","busulfan","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","fludarabine phosphate","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","methotrexate","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","mycophenolate mofetil","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Lymphoma","Drug","tacrolimus","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","allopurinol","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","busulfan","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","fludarabine phosphate","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","methotrexate","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","mycophenolate mofetil","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053196","Multiple Myeloma","Drug","tacrolimus","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer","RATIONALE: Giving low doses of chemotherapy, such as fludarabine and busulfan, before a donor bone marrow or peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well donor bone marrow or peripheral stem cell transplant works in treating patients with relapsed hematologic cancer after treatment with chemotherapy and autologous stem cell transplant."
"NCT00053989","Leukemia","Drug","cyclophosphamide","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Leukemia","Drug","fludarabine phosphate","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Leukemia","Drug","methylprednisolone","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Leukemia","Drug","mycophenolate mofetil","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Leukemia","Drug","tacrolimus","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Lymphoma","Drug","cyclophosphamide","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Lymphoma","Drug","fludarabine phosphate","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Lymphoma","Drug","methylprednisolone","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Lymphoma","Drug","mycophenolate mofetil","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00053989","Lymphoma","Drug","tacrolimus","Completed","United States","NMA Allogeneic Hematopoietic Cell Transplant in Hematologic Cancer/Disorders","RATIONALE: Giving low doses of chemotherapy before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Giving an infusion of the donor's T cells (donor lymphocyte infusion) after the transplant may help increase this effect. Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving immunosuppressive therapy before or after the transplant may stop this from happening.

PURPOSE: This phase II trial is studying how well chemotherapy followed by donor peripheral stem cell transplant works in treating patients with hematologic cancer or aplastic anemia."
"NCT00054275","Breast Cancer","Drug","docetaxel","Completed","United States","Erlotinib Plus Docetaxel in Treating Patients With Stage IV or Recurrent Breast Cancer","RATIONALE: Erlotinib may stop the growth of tumor cells by blocking the enzymes necessary for tumor cell growth. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining erlotinib with docetaxel may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combining erlotinib with docetaxel in treating patients who have stage IV or recurrent breast cancer."
"NCT00054275","Breast Cancer","Drug","erlotinib hydrochloride","Completed","United States","Erlotinib Plus Docetaxel in Treating Patients With Stage IV or Recurrent Breast Cancer","RATIONALE: Erlotinib may stop the growth of tumor cells by blocking the enzymes necessary for tumor cell growth. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining erlotinib with docetaxel may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combining erlotinib with docetaxel in treating patients who have stage IV or recurrent breast cancer."
"NCT00054327","Leukemia","Drug","busulfan","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Leukemia","Drug","cyclophosphamide","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Leukemia","Drug","cytarabine","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Leukemia","Drug","Etoposide","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Lymphoma","Drug","busulfan","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Lymphoma","Drug","cyclophosphamide","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Lymphoma","Drug","cytarabine","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054327","Lymphoma","Drug","Etoposide","Completed","United States","Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","RATIONALE: Giving chemotherapy and total-body irradiation before a donor peripheral stem cell transplant helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from a related donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets.

PURPOSE: This phase II trial is studying how well giving chemotherapy with or without radiation therapy followed by donor stem cell transplant works in treating patients with hematologic cancer."
"NCT00054977","Breast Cancer","Drug","5-fluorouracil","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Breast Cancer","Drug","GM-CT-01","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Colorectal Cancer","Drug","5-fluorouracil","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Colorectal Cancer","Drug","GM-CT-01","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Head and Neck Cancer","Drug","5-fluorouracil","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Head and Neck Cancer","Drug","GM-CT-01","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Lung Cancer","Drug","5-fluorouracil","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
"NCT00054977","Lung Cancer","Drug","GM-CT-01","Completed","United States","Safety of GM-CT-01 With and Without 5-Fluorouracil in Patients With Solid Tumors","This is a Phase I, multi-center study of GM-CT-01, which has been shown to increase the anti-tumor activity of 5-fluorouracil in mice. The primary reason for doing the study is to determine the safety of GM-CT-01 given alone and in combination with therapeutical dosage of 5-Fluorouracil, in patients who have advanced cancer that can be measured by CT scan."
